year,consumption,asset_id,energy_type,asset_domain,asset_type,scenario
2062,31452.92708000325,F_753432_2717080,natural_gas,building,building_aggregate,hybrid_gas
2063,31452.92708000325,F_753432_2717080,natural_gas,building,building_aggregate,hybrid_gas
2064,31452.92708000325,F_753432_2717080,natural_gas,building,building_aggregate,hybrid_gas
2065,31452.92708000325,F_753432_2717080,natural_gas,building,building_aggregate,hybrid_gas
2020,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2021,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2022,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2023,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2024,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2025,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2026,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2027,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2028,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2029,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2030,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2031,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2032,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2033,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2034,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2035,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2036,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2037,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2038,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2039,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2040,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2041,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2042,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2043,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2044,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2045,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2046,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2047,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2048,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2049,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2050,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2051,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2052,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2053,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2054,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2055,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2056,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2057,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2058,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2059,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2060,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2061,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2062,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2063,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2064,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2065,0.0,F_753432_2717080,propane,building,building_aggregate,hybrid_gas
2020,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2021,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2022,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2023,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2024,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2025,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2026,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2027,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2028,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2029,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2030,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2031,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2032,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2033,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2034,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2035,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2036,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2037,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2038,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2039,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2040,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2041,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2042,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2043,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2044,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2045,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2046,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2047,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2048,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2049,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2050,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2051,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2052,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2053,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2054,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2055,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2056,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2057,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2058,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2059,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2060,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2061,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2062,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2063,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2064,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2065,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2020,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2021,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2022,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2023,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2024,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2025,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2026,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2027,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2028,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2029,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2030,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2031,17787.17749728031,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2032,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2033,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2034,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2035,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2036,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2037,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2038,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2039,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2040,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2041,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2042,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2043,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2044,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2045,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2046,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2047,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2048,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2049,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2050,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2051,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2052,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2053,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2054,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2055,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2056,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2057,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2058,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2059,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2060,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2061,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2062,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2063,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2064,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2065,28306.43961384636,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2020,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2021,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2022,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2023,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2024,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2025,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2026,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2027,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2028,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2029,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2030,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2031,64593.540818694855,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2032,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2033,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2034,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2035,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2036,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2037,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2038,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2039,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2040,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2041,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2042,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2043,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2044,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2045,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2046,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2047,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2048,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2049,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2050,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2051,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2052,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2053,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2054,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2055,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2056,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2057,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2058,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2059,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2060,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2061,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2062,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2063,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2064,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2065,25162.3416640026,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2020,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2021,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2022,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2023,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2024,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2025,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2026,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2027,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2028,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2029,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2030,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2031,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2032,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2033,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2034,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2035,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2036,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2037,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2038,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2039,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2040,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2041,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2042,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2043,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2044,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2045,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2046,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2047,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2048,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2049,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2050,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2051,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2052,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2053,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2054,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2055,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2056,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2057,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2058,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2059,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2060,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2061,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2062,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2063,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2064,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2065,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2020,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2021,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2022,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2023,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2024,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2025,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2026,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2027,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2028,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2029,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2030,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2031,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2032,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2033,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2034,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2035,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2036,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2037,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2038,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2039,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2040,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2041,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2042,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2043,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2044,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2045,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
