year,consumption_costs,asset_id,energy_type,asset_domain,asset_type,scenario
2054,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2055,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2056,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2057,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2058,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2059,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2060,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2061,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2062,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2063,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2064,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2065,0.0,F_753432_2717080,fuel_oil,building,building_aggregate,hybrid_gas
2020,4464.581551817358,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2021,4464.581551817358,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2022,4464.581551817358,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2023,4464.581551817358,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2024,4464.581551817358,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2025,4500.155906811919,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2026,4517.943084309199,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2027,4535.73026180648,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2028,4553.51743930376,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2029,4589.091794298321,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2030,4606.878971795601,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2031,4624.666149292881,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2032,7416.287178827745,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2033,7444.593618441592,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2034,7472.900058055438,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2035,7529.512937283132,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2036,7557.819376896978,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2037,7614.43225612467,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2038,7642.738695738517,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2039,7699.351574966209,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2040,7727.658014580056,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2041,7784.270893807748,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2042,7812.577333421595,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2043,7869.190212649288,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2044,7897.496652263134,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2045,7954.109531490827,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2046,7982.415971104671,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2047,8039.0288503323645,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2048,8067.335289946211,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2049,8123.948169173904,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2050,8180.561048401596,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2051,8208.867488015443,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2052,8265.480367243135,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2053,8293.786806856982,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2054,8350.399686084675,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2055,8407.012565312367,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2056,8463.625444540061,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2057,8491.931884153906,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2058,8548.5447633816,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2059,8605.157642609292,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2060,8661.770521836985,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2061,8690.076961450832,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2062,8746.689840678524,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2063,8803.302719906216,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2064,8859.91559913391,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2065,8916.528478361603,F_753569_2717047,electricity,building,building_aggregate,hybrid_gas
2020,3294.270581753437,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2021,3294.270581753437,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2022,3294.270581753437,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2023,3294.270581753437,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2024,3294.270581753437,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2025,4650.73493894603,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2026,4779.922020583419,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2027,4909.109102220809,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2028,5102.889724676894,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2029,5232.076806314283,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2030,5361.2638879516735,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2031,5490.450969589063,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2032,2214.286066432229,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2033,2289.773091424237,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2034,2340.097774752242,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2035,2415.5847997442497,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2036,2491.071824736257,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2037,2566.558849728265,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2038,2667.208216384276,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2039,2742.695241376284,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2040,2843.3446080322938,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2041,2918.831633024302,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2042,3019.480999680312,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2043,3120.1303663363224,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2044,3245.9420746563355,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2045,3346.591441312346,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2046,3472.403149632359,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2047,3573.052516288369,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2048,3724.026566272385,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2049,3849.8382745923977,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2050,3975.649982912411,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2051,4126.624032896427,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2052,4277.598082880442,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2053,4453.73447452846,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2054,4604.708524512476,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2055,4780.844916160494,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2056,4956.981307808513,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2057,5158.280041120533,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2058,5359.5787744325535,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2059,5560.877507744574,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2060,5787.338582720598,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2061,6013.799657696622,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2062,6265.423074336648,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2063,6517.046490976673,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2064,6768.6699076167,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2065,7045.455665920729,F_753569_2717047,natural_gas,building,building_aggregate,hybrid_gas
2020,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2021,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2022,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2023,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2024,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2025,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2026,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2027,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2028,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2029,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2030,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2031,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2032,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2033,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2034,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2035,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2036,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2037,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2038,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2039,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2040,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2041,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2042,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2043,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2044,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2045,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2046,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2047,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2048,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2049,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2050,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2051,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2052,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2053,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2054,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2055,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2056,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2057,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2058,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2059,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2060,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2061,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2062,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2063,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2064,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2065,0.0,F_753569_2717047,propane,building,building_aggregate,hybrid_gas
2020,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2021,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2022,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2023,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2024,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2025,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2026,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2027,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2028,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2029,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2030,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2031,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2032,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2033,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2034,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2035,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2036,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2037,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2038,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2039,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2040,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2041,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2042,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2043,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
2044,0.0,F_753569_2717047,fuel_oil,building,building_aggregate,hybrid_gas
