year,leaks,asset_id,asset_domain,asset_type,scenario
2048,0.0,EX_003,building,building_aggregate,ex_uten
2049,0.0,EX_003,building,building_aggregate,ex_uten
2025,2.0,EX_004,building,building_aggregate,ex_uten
2026,2.0,EX_004,building,building_aggregate,ex_uten
2027,2.0,EX_004,building,building_aggregate,ex_uten
2028,2.0,EX_004,building,building_aggregate,ex_uten
2029,2.0,EX_004,building,building_aggregate,ex_uten
2030,0.0,EX_004,building,building_aggregate,ex_uten
2031,0.0,EX_004,building,building_aggregate,ex_uten
2032,0.0,EX_004,building,building_aggregate,ex_uten
2033,0.0,EX_004,building,building_aggregate,ex_uten
2034,0.0,EX_004,building,building_aggregate,ex_uten
2035,0.0,EX_004,building,building_aggregate,ex_uten
2036,0.0,EX_004,building,building_aggregate,ex_uten
2037,0.0,EX_004,building,building_aggregate,ex_uten
2038,0.0,EX_004,building,building_aggregate,ex_uten
2039,0.0,EX_004,building,building_aggregate,ex_uten
2040,0.0,EX_004,building,building_aggregate,ex_uten
2041,0.0,EX_004,building,building_aggregate,ex_uten
2042,0.0,EX_004,building,building_aggregate,ex_uten
2043,0.0,EX_004,building,building_aggregate,ex_uten
2044,0.0,EX_004,building,building_aggregate,ex_uten
2045,0.0,EX_004,building,building_aggregate,ex_uten
2046,0.0,EX_004,building,building_aggregate,ex_uten
2047,0.0,EX_004,building,building_aggregate,ex_uten
2048,0.0,EX_004,building,building_aggregate,ex_uten
2049,0.0,EX_004,building,building_aggregate,ex_uten
2025,2.0,EX_005,building,building_aggregate,ex_uten
2026,2.0,EX_005,building,building_aggregate,ex_uten
2027,2.0,EX_005,building,building_aggregate,ex_uten
2028,2.0,EX_005,building,building_aggregate,ex_uten
2029,2.0,EX_005,building,building_aggregate,ex_uten
2030,0.0,EX_005,building,building_aggregate,ex_uten
2031,0.0,EX_005,building,building_aggregate,ex_uten
2032,0.0,EX_005,building,building_aggregate,ex_uten
2033,0.0,EX_005,building,building_aggregate,ex_uten
2034,0.0,EX_005,building,building_aggregate,ex_uten
2035,0.0,EX_005,building,building_aggregate,ex_uten
2036,0.0,EX_005,building,building_aggregate,ex_uten
2037,0.0,EX_005,building,building_aggregate,ex_uten
2038,0.0,EX_005,building,building_aggregate,ex_uten
2039,0.0,EX_005,building,building_aggregate,ex_uten
2040,0.0,EX_005,building,building_aggregate,ex_uten
2041,0.0,EX_005,building,building_aggregate,ex_uten
2042,0.0,EX_005,building,building_aggregate,ex_uten
2043,0.0,EX_005,building,building_aggregate,ex_uten
2044,0.0,EX_005,building,building_aggregate,ex_uten
2045,0.0,EX_005,building,building_aggregate,ex_uten
2046,0.0,EX_005,building,building_aggregate,ex_uten
2047,0.0,EX_005,building,building_aggregate,ex_uten
2048,0.0,EX_005,building,building_aggregate,ex_uten
2049,0.0,EX_005,building,building_aggregate,ex_uten
2025,2.0,EX_006,building,building_aggregate,ex_uten
2026,2.0,EX_006,building,building_aggregate,ex_uten
2027,2.0,EX_006,building,building_aggregate,ex_uten
2028,2.0,EX_006,building,building_aggregate,ex_uten
2029,2.0,EX_006,building,building_aggregate,ex_uten
2030,0.0,EX_006,building,building_aggregate,ex_uten
2031,0.0,EX_006,building,building_aggregate,ex_uten
2032,0.0,EX_006,building,building_aggregate,ex_uten
2033,0.0,EX_006,building,building_aggregate,ex_uten
2034,0.0,EX_006,building,building_aggregate,ex_uten
2035,0.0,EX_006,building,building_aggregate,ex_uten
2036,0.0,EX_006,building,building_aggregate,ex_uten
2037,0.0,EX_006,building,building_aggregate,ex_uten
2038,0.0,EX_006,building,building_aggregate,ex_uten
2039,0.0,EX_006,building,building_aggregate,ex_uten
2040,0.0,EX_006,building,building_aggregate,ex_uten
2041,0.0,EX_006,building,building_aggregate,ex_uten
2042,0.0,EX_006,building,building_aggregate,ex_uten
2043,0.0,EX_006,building,building_aggregate,ex_uten
2044,0.0,EX_006,building,building_aggregate,ex_uten
2045,0.0,EX_006,building,building_aggregate,ex_uten
2046,0.0,EX_006,building,building_aggregate,ex_uten
2047,0.0,EX_006,building,building_aggregate,ex_uten
2048,0.0,EX_006,building,building_aggregate,ex_uten
2049,0.0,EX_006,building,building_aggregate,ex_uten
2025,2.0,EX_007,building,building_aggregate,ex_uten
2026,2.0,EX_007,building,building_aggregate,ex_uten
2027,2.0,EX_007,building,building_aggregate,ex_uten
2028,2.0,EX_007,building,building_aggregate,ex_uten
2029,2.0,EX_007,building,building_aggregate,ex_uten
2030,0.0,EX_007,building,building_aggregate,ex_uten
2031,0.0,EX_007,building,building_aggregate,ex_uten
2032,0.0,EX_007,building,building_aggregate,ex_uten
2033,0.0,EX_007,building,building_aggregate,ex_uten
2034,0.0,EX_007,building,building_aggregate,ex_uten
2035,0.0,EX_007,building,building_aggregate,ex_uten
2036,0.0,EX_007,building,building_aggregate,ex_uten
2037,0.0,EX_007,building,building_aggregate,ex_uten
2038,0.0,EX_007,building,building_aggregate,ex_uten
2039,0.0,EX_007,building,building_aggregate,ex_uten
2040,0.0,EX_007,building,building_aggregate,ex_uten
2041,0.0,EX_007,building,building_aggregate,ex_uten
2042,0.0,EX_007,building,building_aggregate,ex_uten
2043,0.0,EX_007,building,building_aggregate,ex_uten
2044,0.0,EX_007,building,building_aggregate,ex_uten
2045,0.0,EX_007,building,building_aggregate,ex_uten
2046,0.0,EX_007,building,building_aggregate,ex_uten
2047,0.0,EX_007,building,building_aggregate,ex_uten
2048,0.0,EX_007,building,building_aggregate,ex_uten
2049,0.0,EX_007,building,building_aggregate,ex_uten
2025,2.0,EX_008,building,building_aggregate,ex_uten
2026,2.0,EX_008,building,building_aggregate,ex_uten
2027,2.0,EX_008,building,building_aggregate,ex_uten
2028,2.0,EX_008,building,building_aggregate,ex_uten
2029,2.0,EX_008,building,building_aggregate,ex_uten
2030,0.0,EX_008,building,building_aggregate,ex_uten
2031,0.0,EX_008,building,building_aggregate,ex_uten
2032,0.0,EX_008,building,building_aggregate,ex_uten
2033,0.0,EX_008,building,building_aggregate,ex_uten
2034,0.0,EX_008,building,building_aggregate,ex_uten
2035,0.0,EX_008,building,building_aggregate,ex_uten
2036,0.0,EX_008,building,building_aggregate,ex_uten
2037,0.0,EX_008,building,building_aggregate,ex_uten
2038,0.0,EX_008,building,building_aggregate,ex_uten
2039,0.0,EX_008,building,building_aggregate,ex_uten
2040,0.0,EX_008,building,building_aggregate,ex_uten
2041,0.0,EX_008,building,building_aggregate,ex_uten
2042,0.0,EX_008,building,building_aggregate,ex_uten
2043,0.0,EX_008,building,building_aggregate,ex_uten
2044,0.0,EX_008,building,building_aggregate,ex_uten
2045,0.0,EX_008,building,building_aggregate,ex_uten
2046,0.0,EX_008,building,building_aggregate,ex_uten
2047,0.0,EX_008,building,building_aggregate,ex_uten
2048,0.0,EX_008,building,building_aggregate,ex_uten
2049,0.0,EX_008,building,building_aggregate,ex_uten
2025,2.0,EX_009,building,building_aggregate,ex_uten
2026,2.0,EX_009,building,building_aggregate,ex_uten
2027,2.0,EX_009,building,building_aggregate,ex_uten
2028,2.0,EX_009,building,building_aggregate,ex_uten
2029,2.0,EX_009,building,building_aggregate,ex_uten
2030,0.0,EX_009,building,building_aggregate,ex_uten
2031,0.0,EX_009,building,building_aggregate,ex_uten
2032,0.0,EX_009,building,building_aggregate,ex_uten
2033,0.0,EX_009,building,building_aggregate,ex_uten
2034,0.0,EX_009,building,building_aggregate,ex_uten
2035,0.0,EX_009,building,building_aggregate,ex_uten
2036,0.0,EX_009,building,building_aggregate,ex_uten
2037,0.0,EX_009,building,building_aggregate,ex_uten
2038,0.0,EX_009,building,building_aggregate,ex_uten
2039,0.0,EX_009,building,building_aggregate,ex_uten
2040,0.0,EX_009,building,building_aggregate,ex_uten
2041,0.0,EX_009,building,building_aggregate,ex_uten
2042,0.0,EX_009,building,building_aggregate,ex_uten
2043,0.0,EX_009,building,building_aggregate,ex_uten
2044,0.0,EX_009,building,building_aggregate,ex_uten
2045,0.0,EX_009,building,building_aggregate,ex_uten
2046,0.0,EX_009,building,building_aggregate,ex_uten
2047,0.0,EX_009,building,building_aggregate,ex_uten
2048,0.0,EX_009,building,building_aggregate,ex_uten
2049,0.0,EX_009,building,building_aggregate,ex_uten
2025,2.0,EX_010,building,building_aggregate,ex_uten
2026,2.0,EX_010,building,building_aggregate,ex_uten
2027,2.0,EX_010,building,building_aggregate,ex_uten
2028,2.0,EX_010,building,building_aggregate,ex_uten
2029,2.0,EX_010,building,building_aggregate,ex_uten
2030,0.0,EX_010,building,building_aggregate,ex_uten
2031,0.0,EX_010,building,building_aggregate,ex_uten
2032,0.0,EX_010,building,building_aggregate,ex_uten
2033,0.0,EX_010,building,building_aggregate,ex_uten
2034,0.0,EX_010,building,building_aggregate,ex_uten
2035,0.0,EX_010,building,building_aggregate,ex_uten
2036,0.0,EX_010,building,building_aggregate,ex_uten
2037,0.0,EX_010,building,building_aggregate,ex_uten
2038,0.0,EX_010,building,building_aggregate,ex_uten
2039,0.0,EX_010,building,building_aggregate,ex_uten
2040,0.0,EX_010,building,building_aggregate,ex_uten
2041,0.0,EX_010,building,building_aggregate,ex_uten
2042,0.0,EX_010,building,building_aggregate,ex_uten
2043,0.0,EX_010,building,building_aggregate,ex_uten
2044,0.0,EX_010,building,building_aggregate,ex_uten
2045,0.0,EX_010,building,building_aggregate,ex_uten
2046,0.0,EX_010,building,building_aggregate,ex_uten
2047,0.0,EX_010,building,building_aggregate,ex_uten
2048,0.0,EX_010,building,building_aggregate,ex_uten
2049,0.0,EX_010,building,building_aggregate,ex_uten
2025,2.0,EX_011,building,building_aggregate,ex_uten
2026,2.0,EX_011,building,building_aggregate,ex_uten
2027,2.0,EX_011,building,building_aggregate,ex_uten
2028,2.0,EX_011,building,building_aggregate,ex_uten
2029,2.0,EX_011,building,building_aggregate,ex_uten
2030,0.0,EX_011,building,building_aggregate,ex_uten
2031,0.0,EX_011,building,building_aggregate,ex_uten
2032,0.0,EX_011,building,building_aggregate,ex_uten
2033,0.0,EX_011,building,building_aggregate,ex_uten
2034,0.0,EX_011,building,building_aggregate,ex_uten
2035,0.0,EX_011,building,building_aggregate,ex_uten
2036,0.0,EX_011,building,building_aggregate,ex_uten
2037,0.0,EX_011,building,building_aggregate,ex_uten
2038,0.0,EX_011,building,building_aggregate,ex_uten
2039,0.0,EX_011,building,building_aggregate,ex_uten
2040,0.0,EX_011,building,building_aggregate,ex_uten
2041,0.0,EX_011,building,building_aggregate,ex_uten
2042,0.0,EX_011,building,building_aggregate,ex_uten
2043,0.0,EX_011,building,building_aggregate,ex_uten
2044,0.0,EX_011,building,building_aggregate,ex_uten
2045,0.0,EX_011,building,building_aggregate,ex_uten
2046,0.0,EX_011,building,building_aggregate,ex_uten
2047,0.0,EX_011,building,building_aggregate,ex_uten
2048,0.0,EX_011,building,building_aggregate,ex_uten
2049,0.0,EX_011,building,building_aggregate,ex_uten
2025,2.0,EX_012,building,building_aggregate,ex_uten
2026,2.0,EX_012,building,building_aggregate,ex_uten
2027,2.0,EX_012,building,building_aggregate,ex_uten
2028,2.0,EX_012,building,building_aggregate,ex_uten
2029,2.0,EX_012,building,building_aggregate,ex_uten
2030,0.0,EX_012,building,building_aggregate,ex_uten
2031,0.0,EX_012,building,building_aggregate,ex_uten
2032,0.0,EX_012,building,building_aggregate,ex_uten
2033,0.0,EX_012,building,building_aggregate,ex_uten
2034,0.0,EX_012,building,building_aggregate,ex_uten
2035,0.0,EX_012,building,building_aggregate,ex_uten
2036,0.0,EX_012,building,building_aggregate,ex_uten
2037,0.0,EX_012,building,building_aggregate,ex_uten
2038,0.0,EX_012,building,building_aggregate,ex_uten
2039,0.0,EX_012,building,building_aggregate,ex_uten
2040,0.0,EX_012,building,building_aggregate,ex_uten
2041,0.0,EX_012,building,building_aggregate,ex_uten
2042,0.0,EX_012,building,building_aggregate,ex_uten
2043,0.0,EX_012,building,building_aggregate,ex_uten
2044,0.0,EX_012,building,building_aggregate,ex_uten
2045,0.0,EX_012,building,building_aggregate,ex_uten
2046,0.0,EX_012,building,building_aggregate,ex_uten
2047,0.0,EX_012,building,building_aggregate,ex_uten
2048,0.0,EX_012,building,building_aggregate,ex_uten
2049,0.0,EX_012,building,building_aggregate,ex_uten
2025,2.0,EX_013,building,building_aggregate,ex_uten
2026,2.0,EX_013,building,building_aggregate,ex_uten
2027,2.0,EX_013,building,building_aggregate,ex_uten
2028,2.0,EX_013,building,building_aggregate,ex_uten
2029,2.0,EX_013,building,building_aggregate,ex_uten
2030,0.0,EX_013,building,building_aggregate,ex_uten
2031,0.0,EX_013,building,building_aggregate,ex_uten
2032,0.0,EX_013,building,building_aggregate,ex_uten
2033,0.0,EX_013,building,building_aggregate,ex_uten
2034,0.0,EX_013,building,building_aggregate,ex_uten
2035,0.0,EX_013,building,building_aggregate,ex_uten
2036,0.0,EX_013,building,building_aggregate,ex_uten
2037,0.0,EX_013,building,building_aggregate,ex_uten
2038,0.0,EX_013,building,building_aggregate,ex_uten
2039,0.0,EX_013,building,building_aggregate,ex_uten
2040,0.0,EX_013,building,building_aggregate,ex_uten
2041,0.0,EX_013,building,building_aggregate,ex_uten
2042,0.0,EX_013,building,building_aggregate,ex_uten
2043,0.0,EX_013,building,building_aggregate,ex_uten
2044,0.0,EX_013,building,building_aggregate,ex_uten
2045,0.0,EX_013,building,building_aggregate,ex_uten
2046,0.0,EX_013,building,building_aggregate,ex_uten
2047,0.0,EX_013,building,building_aggregate,ex_uten
2048,0.0,EX_013,building,building_aggregate,ex_uten
2049,0.0,EX_013,building,building_aggregate,ex_uten
2025,2.0,EX_014,building,building_aggregate,ex_uten
2026,2.0,EX_014,building,building_aggregate,ex_uten
2027,2.0,EX_014,building,building_aggregate,ex_uten
2028,2.0,EX_014,building,building_aggregate,ex_uten
2029,2.0,EX_014,building,building_aggregate,ex_uten
2030,0.0,EX_014,building,building_aggregate,ex_uten
2031,0.0,EX_014,building,building_aggregate,ex_uten
2032,0.0,EX_014,building,building_aggregate,ex_uten
2033,0.0,EX_014,building,building_aggregate,ex_uten
2034,0.0,EX_014,building,building_aggregate,ex_uten
2035,0.0,EX_014,building,building_aggregate,ex_uten
2036,0.0,EX_014,building,building_aggregate,ex_uten
2037,0.0,EX_014,building,building_aggregate,ex_uten
2038,0.0,EX_014,building,building_aggregate,ex_uten
2039,0.0,EX_014,building,building_aggregate,ex_uten
2040,0.0,EX_014,building,building_aggregate,ex_uten
2041,0.0,EX_014,building,building_aggregate,ex_uten
2042,0.0,EX_014,building,building_aggregate,ex_uten
2043,0.0,EX_014,building,building_aggregate,ex_uten
2044,0.0,EX_014,building,building_aggregate,ex_uten
2045,0.0,EX_014,building,building_aggregate,ex_uten
2046,0.0,EX_014,building,building_aggregate,ex_uten
2047,0.0,EX_014,building,building_aggregate,ex_uten
2048,0.0,EX_014,building,building_aggregate,ex_uten
2049,0.0,EX_014,building,building_aggregate,ex_uten
2025,2.0,EX_015,building,building_aggregate,ex_uten
2026,2.0,EX_015,building,building_aggregate,ex_uten
2027,2.0,EX_015,building,building_aggregate,ex_uten
2028,2.0,EX_015,building,building_aggregate,ex_uten
2029,2.0,EX_015,building,building_aggregate,ex_uten
2030,0.0,EX_015,building,building_aggregate,ex_uten
2031,0.0,EX_015,building,building_aggregate,ex_uten
2032,0.0,EX_015,building,building_aggregate,ex_uten
2033,0.0,EX_015,building,building_aggregate,ex_uten
2034,0.0,EX_015,building,building_aggregate,ex_uten
2035,0.0,EX_015,building,building_aggregate,ex_uten
2036,0.0,EX_015,building,building_aggregate,ex_uten
2037,0.0,EX_015,building,building_aggregate,ex_uten
2038,0.0,EX_015,building,building_aggregate,ex_uten
2039,0.0,EX_015,building,building_aggregate,ex_uten
2040,0.0,EX_015,building,building_aggregate,ex_uten
2041,0.0,EX_015,building,building_aggregate,ex_uten
2042,0.0,EX_015,building,building_aggregate,ex_uten
2043,0.0,EX_015,building,building_aggregate,ex_uten
2044,0.0,EX_015,building,building_aggregate,ex_uten
2045,0.0,EX_015,building,building_aggregate,ex_uten
2046,0.0,EX_015,building,building_aggregate,ex_uten
2047,0.0,EX_015,building,building_aggregate,ex_uten
2048,0.0,EX_015,building,building_aggregate,ex_uten
2049,0.0,EX_015,building,building_aggregate,ex_uten
2025,2.0,EX_016,building,building_aggregate,ex_uten
2026,2.0,EX_016,building,building_aggregate,ex_uten
2027,2.0,EX_016,building,building_aggregate,ex_uten
2028,2.0,EX_016,building,building_aggregate,ex_uten
2029,2.0,EX_016,building,building_aggregate,ex_uten
2030,0.0,EX_016,building,building_aggregate,ex_uten
2031,0.0,EX_016,building,building_aggregate,ex_uten
2032,0.0,EX_016,building,building_aggregate,ex_uten
2033,0.0,EX_016,building,building_aggregate,ex_uten
2034,0.0,EX_016,building,building_aggregate,ex_uten
2035,0.0,EX_016,building,building_aggregate,ex_uten
2036,0.0,EX_016,building,building_aggregate,ex_uten
2037,0.0,EX_016,building,building_aggregate,ex_uten
2038,0.0,EX_016,building,building_aggregate,ex_uten
2039,0.0,EX_016,building,building_aggregate,ex_uten
2040,0.0,EX_016,building,building_aggregate,ex_uten
2041,0.0,EX_016,building,building_aggregate,ex_uten
2042,0.0,EX_016,building,building_aggregate,ex_uten
2043,0.0,EX_016,building,building_aggregate,ex_uten
2044,0.0,EX_016,building,building_aggregate,ex_uten
2045,0.0,EX_016,building,building_aggregate,ex_uten
2046,0.0,EX_016,building,building_aggregate,ex_uten
2047,0.0,EX_016,building,building_aggregate,ex_uten
2048,0.0,EX_016,building,building_aggregate,ex_uten
2049,0.0,EX_016,building,building_aggregate,ex_uten
2025,2.0,EX_017,building,building_aggregate,ex_uten
2026,2.0,EX_017,building,building_aggregate,ex_uten
2027,2.0,EX_017,building,building_aggregate,ex_uten
2028,2.0,EX_017,building,building_aggregate,ex_uten
2029,2.0,EX_017,building,building_aggregate,ex_uten
2030,0.0,EX_017,building,building_aggregate,ex_uten
2031,0.0,EX_017,building,building_aggregate,ex_uten
2032,0.0,EX_017,building,building_aggregate,ex_uten
2033,0.0,EX_017,building,building_aggregate,ex_uten
2034,0.0,EX_017,building,building_aggregate,ex_uten
2035,0.0,EX_017,building,building_aggregate,ex_uten
2036,0.0,EX_017,building,building_aggregate,ex_uten
2037,0.0,EX_017,building,building_aggregate,ex_uten
2038,0.0,EX_017,building,building_aggregate,ex_uten
2039,0.0,EX_017,building,building_aggregate,ex_uten
2040,0.0,EX_017,building,building_aggregate,ex_uten
2041,0.0,EX_017,building,building_aggregate,ex_uten
2042,0.0,EX_017,building,building_aggregate,ex_uten
2043,0.0,EX_017,building,building_aggregate,ex_uten
2044,0.0,EX_017,building,building_aggregate,ex_uten
2045,0.0,EX_017,building,building_aggregate,ex_uten
2046,0.0,EX_017,building,building_aggregate,ex_uten
2047,0.0,EX_017,building,building_aggregate,ex_uten
2048,0.0,EX_017,building,building_aggregate,ex_uten
2049,0.0,EX_017,building,building_aggregate,ex_uten
2025,2.0,EX_018,building,building_aggregate,ex_uten
2026,2.0,EX_018,building,building_aggregate,ex_uten
2027,2.0,EX_018,building,building_aggregate,ex_uten
2028,2.0,EX_018,building,building_aggregate,ex_uten
2029,2.0,EX_018,building,building_aggregate,ex_uten
2030,0.0,EX_018,building,building_aggregate,ex_uten
2031,0.0,EX_018,building,building_aggregate,ex_uten
2032,0.0,EX_018,building,building_aggregate,ex_uten
2033,0.0,EX_018,building,building_aggregate,ex_uten
2034,0.0,EX_018,building,building_aggregate,ex_uten
2035,0.0,EX_018,building,building_aggregate,ex_uten
2036,0.0,EX_018,building,building_aggregate,ex_uten
2037,0.0,EX_018,building,building_aggregate,ex_uten
2038,0.0,EX_018,building,building_aggregate,ex_uten
2039,0.0,EX_018,building,building_aggregate,ex_uten
2040,0.0,EX_018,building,building_aggregate,ex_uten
2041,0.0,EX_018,building,building_aggregate,ex_uten
2042,0.0,EX_018,building,building_aggregate,ex_uten
2043,0.0,EX_018,building,building_aggregate,ex_uten
2044,0.0,EX_018,building,building_aggregate,ex_uten
2045,0.0,EX_018,building,building_aggregate,ex_uten
2046,0.0,EX_018,building,building_aggregate,ex_uten
2047,0.0,EX_018,building,building_aggregate,ex_uten
2048,0.0,EX_018,building,building_aggregate,ex_uten
2049,0.0,EX_018,building,building_aggregate,ex_uten
2025,2.0,EX_019,building,building_aggregate,ex_uten
2026,2.0,EX_019,building,building_aggregate,ex_uten
2027,2.0,EX_019,building,building_aggregate,ex_uten
2028,2.0,EX_019,building,building_aggregate,ex_uten
2029,2.0,EX_019,building,building_aggregate,ex_uten
2030,0.0,EX_019,building,building_aggregate,ex_uten
2031,0.0,EX_019,building,building_aggregate,ex_uten
2032,0.0,EX_019,building,building_aggregate,ex_uten
2033,0.0,EX_019,building,building_aggregate,ex_uten
2034,0.0,EX_019,building,building_aggregate,ex_uten
2035,0.0,EX_019,building,building_aggregate,ex_uten
2036,0.0,EX_019,building,building_aggregate,ex_uten
2037,0.0,EX_019,building,building_aggregate,ex_uten
2038,0.0,EX_019,building,building_aggregate,ex_uten
2039,0.0,EX_019,building,building_aggregate,ex_uten
2040,0.0,EX_019,building,building_aggregate,ex_uten
2041,0.0,EX_019,building,building_aggregate,ex_uten
2042,0.0,EX_019,building,building_aggregate,ex_uten
2043,0.0,EX_019,building,building_aggregate,ex_uten
2044,0.0,EX_019,building,building_aggregate,ex_uten
2045,0.0,EX_019,building,building_aggregate,ex_uten
2046,0.0,EX_019,building,building_aggregate,ex_uten
2047,0.0,EX_019,building,building_aggregate,ex_uten
2048,0.0,EX_019,building,building_aggregate,ex_uten
2049,0.0,EX_019,building,building_aggregate,ex_uten
2025,2.0,EX_020,building,building_aggregate,ex_uten
2026,2.0,EX_020,building,building_aggregate,ex_uten
2027,2.0,EX_020,building,building_aggregate,ex_uten
2028,2.0,EX_020,building,building_aggregate,ex_uten
2029,2.0,EX_020,building,building_aggregate,ex_uten
2030,0.0,EX_020,building,building_aggregate,ex_uten
2031,0.0,EX_020,building,building_aggregate,ex_uten
2032,0.0,EX_020,building,building_aggregate,ex_uten
2033,0.0,EX_020,building,building_aggregate,ex_uten
2034,0.0,EX_020,building,building_aggregate,ex_uten
2035,0.0,EX_020,building,building_aggregate,ex_uten
2036,0.0,EX_020,building,building_aggregate,ex_uten
2037,0.0,EX_020,building,building_aggregate,ex_uten
2038,0.0,EX_020,building,building_aggregate,ex_uten
2039,0.0,EX_020,building,building_aggregate,ex_uten
2040,0.0,EX_020,building,building_aggregate,ex_uten
2041,0.0,EX_020,building,building_aggregate,ex_uten
2042,0.0,EX_020,building,building_aggregate,ex_uten
2043,0.0,EX_020,building,building_aggregate,ex_uten
2044,0.0,EX_020,building,building_aggregate,ex_uten
2045,0.0,EX_020,building,building_aggregate,ex_uten
2046,0.0,EX_020,building,building_aggregate,ex_uten
2047,0.0,EX_020,building,building_aggregate,ex_uten
2048,0.0,EX_020,building,building_aggregate,ex_uten
2049,0.0,EX_020,building,building_aggregate,ex_uten
2025,10.96,GS_1,gas_network,gas_service,ex_uten
2026,10.96,GS_1,gas_network,gas_service,ex_uten
2027,10.96,GS_1,gas_network,gas_service,ex_uten
2028,10.96,GS_1,gas_network,gas_service,ex_uten
2029,10.96,GS_1,gas_network,gas_service,ex_uten
2030,0.0,GS_1,gas_network,gas_service,ex_uten
2031,0.0,GS_1,gas_network,gas_service,ex_uten
2032,0.0,GS_1,gas_network,gas_service,ex_uten
2033,0.0,GS_1,gas_network,gas_service,ex_uten
2034,0.0,GS_1,gas_network,gas_service,ex_uten
2035,0.0,GS_1,gas_network,gas_service,ex_uten
2036,0.0,GS_1,gas_network,gas_service,ex_uten
2037,0.0,GS_1,gas_network,gas_service,ex_uten
2038,0.0,GS_1,gas_network,gas_service,ex_uten
2039,0.0,GS_1,gas_network,gas_service,ex_uten
2040,0.0,GS_1,gas_network,gas_service,ex_uten
