year,annual_operating_costs,asset_id,asset_domain,asset_type,scenario
2056,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2057,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2058,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2059,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2060,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2061,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2062,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2063,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2064,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2065,76.70454545454545,GS008,gas_network,gas_service,hybrid_gas
2020,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2021,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2022,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2023,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2024,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2025,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2026,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2027,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2028,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2029,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2030,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2031,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2032,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2033,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2034,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2035,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2036,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2037,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2038,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2039,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2040,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2041,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2042,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2043,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2044,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2045,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2046,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2047,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2048,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2049,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2050,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2051,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2052,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2053,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2054,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2055,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2056,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2057,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2058,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2059,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2060,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2061,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2062,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2063,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2064,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2065,76.70454545454545,GS014,gas_network,gas_service,hybrid_gas
2020,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2021,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2022,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2023,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2024,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2025,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2026,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2027,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2028,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2029,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2030,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2031,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2032,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2033,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2034,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2035,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2036,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2037,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2038,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2039,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2040,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2041,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2042,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2043,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2044,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2045,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2046,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2047,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2048,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2049,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2050,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2051,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2052,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2053,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2054,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2055,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2056,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2057,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2058,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2059,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2060,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2061,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2062,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2063,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2064,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2065,76.70454545454545,GS034,gas_network,gas_service,hybrid_gas
2020,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2021,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2022,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2023,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2024,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2025,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2026,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2027,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2028,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2029,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2030,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2031,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2032,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2033,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2034,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2035,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2036,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2037,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2038,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2039,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2040,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2041,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2042,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2043,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2044,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2045,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2046,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2047,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2048,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2049,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2050,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2051,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2052,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2053,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2054,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2055,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2056,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2057,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2058,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2059,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2060,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2061,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2062,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2063,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2064,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2065,76.70454545454545,GS036,gas_network,gas_service,hybrid_gas
2020,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2021,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2022,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2023,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2024,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2025,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2026,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2027,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2028,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2029,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2030,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2031,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2032,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2033,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2034,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2035,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2036,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2037,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2038,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2039,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2040,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2041,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2042,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2043,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2044,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2045,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2046,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2047,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2048,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2049,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2050,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2051,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2052,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2053,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2054,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2055,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2056,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2057,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2058,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2059,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2060,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2061,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2062,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2063,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2064,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2065,1917.6136363636365,GP001,gas_network,gas_main,hybrid_gas
2020,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2021,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2022,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2023,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2024,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2025,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2026,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2027,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2028,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2029,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2030,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2031,76.70454545454545,GS002,gas_network,gas_service,natural_elec_higheff
2032,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2033,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2034,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2035,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2036,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2037,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2038,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2039,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2040,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2041,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2042,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2043,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2044,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2045,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2046,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2047,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2048,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2049,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2050,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2051,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2052,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2053,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2054,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2055,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2056,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2057,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2058,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2059,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2060,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2061,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2062,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2063,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2064,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2065,0.0,GS002,gas_network,gas_service,natural_elec_higheff
2020,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2021,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2022,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2023,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2024,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2025,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2026,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2027,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2028,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2029,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2030,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2031,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2032,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2033,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2034,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2035,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2036,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2037,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2038,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2039,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2040,76.70454545454545,GS008,gas_network,gas_service,natural_elec_higheff
2041,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2042,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2043,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2044,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2045,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2046,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2047,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2048,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2049,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2050,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2051,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2052,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2053,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2054,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2055,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2056,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2057,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2058,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2059,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2060,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2061,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2062,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2063,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2064,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2065,0.0,GS008,gas_network,gas_service,natural_elec_higheff
2020,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2021,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2022,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2023,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2024,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2025,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2026,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2027,76.70454545454545,GS014,gas_network,gas_service,natural_elec_higheff
2028,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2029,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2030,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2031,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2032,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2033,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2034,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2035,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2036,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2037,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2038,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2039,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2040,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2041,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2042,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2043,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2044,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2045,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2046,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2047,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2048,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2049,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2050,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2051,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2052,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2053,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2054,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2055,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2056,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2057,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2058,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2059,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2060,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2061,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2062,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2063,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2064,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2065,0.0,GS014,gas_network,gas_service,natural_elec_higheff
2020,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2021,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2022,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2023,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2024,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2025,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2026,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2027,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
2028,76.70454545454545,GS034,gas_network,gas_service,natural_elec_higheff
