year,retrofit_year,asset_id,asset_domain,asset_type,scenario
2056,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2057,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2058,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2059,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2060,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2061,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2062,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2063,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2064,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2065,False,F_714592_2938902,building,building_aggregate,hybrid_gas
2020,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2021,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2022,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2023,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2024,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2025,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2026,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2027,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2028,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2029,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2030,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2031,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2032,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2033,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2034,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2035,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2036,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2037,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2038,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2039,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2040,True,F_714723_2938816,building,building_aggregate,hybrid_gas
2041,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2042,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2043,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2044,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2045,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2046,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2047,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2048,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2049,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2050,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2051,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2052,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2053,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2054,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2055,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2056,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2057,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2058,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2059,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2060,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2061,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2062,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2063,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2064,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2065,False,F_714723_2938816,building,building_aggregate,hybrid_gas
2020,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2021,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2022,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2023,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2024,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2025,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2026,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2027,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2028,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2029,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2030,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2031,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2032,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2033,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2034,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2035,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2036,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2037,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2038,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2039,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2040,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2041,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2042,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2043,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2044,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2045,True,F_714815_2939003,building,building_aggregate,hybrid_gas
2046,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2047,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2048,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2049,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2050,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2051,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2052,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2053,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2054,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2055,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2056,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2057,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2058,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2059,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2060,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2061,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2062,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2063,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2064,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2065,False,F_714815_2939003,building,building_aggregate,hybrid_gas
2020,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2021,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2022,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2023,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2024,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2025,True,F_714897_2938859,building,building_aggregate,hybrid_gas
2026,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2027,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2028,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2029,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2030,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2031,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2032,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2033,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2034,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2035,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2036,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2037,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2038,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2039,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2040,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2041,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2042,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2043,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2044,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2045,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2046,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2047,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2048,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2049,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2050,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2051,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2052,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2053,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2054,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2055,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2056,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2057,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2058,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2059,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2060,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2061,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2062,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2063,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2064,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2065,False,F_714897_2938859,building,building_aggregate,hybrid_gas
2020,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2021,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2022,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2023,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2024,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2025,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2026,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2027,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2028,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2029,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2030,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2031,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2032,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2033,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2034,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2035,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2036,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2037,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2038,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2039,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2040,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2041,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2042,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2043,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2044,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2045,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2046,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2047,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2048,True,F_714956_2939056,building,building_aggregate,hybrid_gas
2049,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2050,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2051,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2052,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2053,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2054,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2055,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2056,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2057,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2058,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2059,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2060,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2061,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2062,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2063,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2064,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2065,False,F_714956_2939056,building,building_aggregate,hybrid_gas
2020,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2021,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2022,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2023,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2024,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2025,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2026,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2027,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2028,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2029,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2030,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2031,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2032,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2033,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2034,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2035,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2036,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2037,True,F_715018_2938902,building,building_aggregate,hybrid_gas
2038,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2039,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2040,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2041,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2042,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2043,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2044,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2045,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2046,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2047,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2048,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2049,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2050,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2051,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2052,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2053,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2054,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2055,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2056,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2057,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2058,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2059,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2060,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2061,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2062,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2063,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2064,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2065,False,F_715018_2938902,building,building_aggregate,hybrid_gas
2020,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2021,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2022,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2023,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2024,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2025,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2026,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2027,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2028,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2029,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2030,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2031,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2032,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2033,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2034,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2035,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2036,True,F_715074_2938797,building,building_aggregate,hybrid_gas
2037,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2038,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2039,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2040,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2041,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2042,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2043,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2044,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2045,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2046,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2047,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2048,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2049,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2050,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2051,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2052,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2053,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2054,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2055,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2056,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2057,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2058,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2059,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2060,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2061,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2062,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2063,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2064,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2065,False,F_715074_2938797,building,building_aggregate,hybrid_gas
2020,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2021,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2022,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2023,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2024,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2025,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2026,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2027,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2028,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2029,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2030,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2031,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2032,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2033,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2034,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2035,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2036,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2037,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2038,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2039,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2040,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2041,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2042,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2043,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2044,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2045,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2046,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2047,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2048,True,F_715113_2939056,building,building_aggregate,hybrid_gas
2049,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2050,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2051,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2052,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2053,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2054,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2055,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2056,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2057,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2058,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2059,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2060,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2061,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2062,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2063,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2064,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2065,False,F_715113_2939056,building,building_aggregate,hybrid_gas
2020,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2021,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2022,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2023,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2024,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2025,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2026,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2027,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2028,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2029,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2030,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2031,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2032,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2033,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2034,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2035,True,F_715117_2938698,building,building_aggregate,hybrid_gas
2036,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2037,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2038,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2039,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2040,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2041,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2042,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2043,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2044,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2045,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2046,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2047,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2048,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2049,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2050,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2051,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2052,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2053,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2054,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2055,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2056,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2057,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2058,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2059,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2060,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2061,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2062,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2063,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2064,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2065,False,F_715117_2938698,building,building_aggregate,hybrid_gas
2020,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2021,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2022,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2023,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2024,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2025,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2026,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2027,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2028,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2029,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2030,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2031,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2032,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2033,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2034,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2035,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2036,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2037,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2038,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2039,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2040,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2041,True,F_715195_2938669,building,building_aggregate,hybrid_gas
2042,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2043,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2044,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2045,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2046,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2047,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2048,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2049,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2050,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2051,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2052,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2053,False,F_715195_2938669,building,building_aggregate,hybrid_gas
2054,False,F_715195_2938669,building,building_aggregate,hybrid_gas
