year,consumption_emissions,asset_id,energy_type,asset_domain,asset_type,scenario
2056,2.8896448298565125,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2057,2.802955484960817,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2058,2.718866820411993,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2059,2.637300815799633,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2060,2.5581817913256435,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2061,2.481436337585874,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2062,2.406993247458298,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2063,2.334783450034549,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2064,2.264739946533512,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2065,2.1967977481375063,F_714592_2938902,electricity,building,building_aggregate,hybrid_gas
2020,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2021,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2022,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2023,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2024,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2025,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2026,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2027,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2028,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2029,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2030,8.722627162684935,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2031,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2032,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2033,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2034,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2035,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2036,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2037,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2038,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2039,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2040,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2041,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2042,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2043,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2044,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2045,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2046,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2047,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2048,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2049,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2050,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2051,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2052,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2053,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2054,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2055,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2056,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2057,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2058,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2059,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2060,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2061,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2062,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2063,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2064,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2065,5.13945407080353,F_714592_2938902,natural_gas,building,building_aggregate,hybrid_gas
2020,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2021,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2022,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2023,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2024,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2025,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2026,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2027,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2028,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2029,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2030,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2031,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2032,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2033,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2034,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2035,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2036,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2037,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2038,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2039,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2040,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2041,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2042,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2043,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2044,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2045,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2046,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2047,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2048,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2049,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2050,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2051,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2052,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2053,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2054,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2055,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2056,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2057,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2058,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2059,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2060,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2061,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2062,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2063,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2064,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2065,0.0,F_714592_2938902,propane,building,building_aggregate,hybrid_gas
2020,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2021,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2022,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2023,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2024,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2025,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2026,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2027,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2028,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2029,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2030,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2031,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2032,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2033,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2034,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2035,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2036,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2037,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2038,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2039,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2040,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2041,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2042,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2043,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2044,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2045,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2046,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2047,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2048,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2049,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2050,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2051,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2052,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2053,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2054,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2055,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2056,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2057,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2058,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2059,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2060,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2061,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2062,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2063,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2064,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2065,0.0,F_714592_2938902,fuel_oil,building,building_aggregate,hybrid_gas
2020,6.106590160089898,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2021,6.106590160089898,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2022,6.106590160089898,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2023,6.106590160089898,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2024,5.9233924552872015,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2025,5.745690681628585,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2026,5.573319961179728,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2027,5.406120362344336,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2028,5.243936751474005,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2029,5.086618648929785,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2030,4.934020089461892,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2031,4.785999486778034,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2032,4.642419502174693,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2033,4.5031469171094525,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2034,4.368052509596168,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2035,4.237010934308283,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2036,4.109900606279035,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2037,3.986603588090664,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2038,3.867005480447944,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2039,3.7509953160345058,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2040,4.77454414748215,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2041,4.631307823057685,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2042,4.492368588365954,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2043,4.357597530714975,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2044,4.226869604793526,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2045,4.100063516649721,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2046,3.9770616111502286,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2047,3.857749762815722,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2048,3.74201726993125,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2049,3.629756751833312,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2050,3.5208640492783125,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2051,3.415238127799963,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2052,3.312780983965964,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2053,3.213397554446985,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2054,3.116995627813575,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2055,3.0234857589791675,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2056,2.9327811862097923,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2057,2.8447977506234987,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2058,2.759453818104794,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2059,2.67667020356165,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2060,2.5963700974548,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2061,2.518478994531156,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2062,2.442924624695221,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2063,2.369636885954364,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2064,2.298547779375733,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2065,2.229591345994461,F_714723_2938816,electricity,building,building_aggregate,hybrid_gas
2020,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2021,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2022,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2023,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2024,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2025,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2026,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2027,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2028,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2029,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2030,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2031,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2032,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2033,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2034,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2035,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2036,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2037,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2038,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2039,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2040,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2041,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2042,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2043,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2044,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2045,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2046,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2047,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2048,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2049,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2050,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2051,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2052,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2053,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2054,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2055,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2056,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2057,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2058,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2059,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2060,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2061,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2062,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2063,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2064,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2065,0.0,F_714723_2938816,natural_gas,building,building_aggregate,hybrid_gas
2020,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2021,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2022,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2023,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2024,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2025,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2026,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2027,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2028,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2029,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2030,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2031,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2032,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2033,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2034,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2035,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2036,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2037,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2038,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2039,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2040,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2041,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2042,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2043,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2044,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2045,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2046,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2047,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2048,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2049,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2050,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2051,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2052,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2053,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2054,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2055,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2056,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2057,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2058,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2059,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2060,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2061,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2062,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2063,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2064,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2065,0.0,F_714723_2938816,propane,building,building_aggregate,hybrid_gas
2020,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2021,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2022,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2023,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2024,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2025,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2026,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2027,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2028,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2029,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2030,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2031,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2032,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2033,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2034,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2035,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2036,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2037,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2038,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2039,11.38209683268065,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2040,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2041,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2042,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2043,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2044,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2045,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
2046,6.566762153286662,F_714723_2938816,fuel_oil,building,building_aggregate,hybrid_gas
